RecordedDate,seconds,n_turnsOK,whichva,VA_Google,VA_Amazon,VA_Apple,VA_Microsoft,VA_Samsung,VA_Other,VA_didnotuseVA,QID1_6_TEXT,vamost,devicemost,partweek,ndays,times_per_day,whenuse,when_morning,when_lunch,when_afternoon,when_evening,when_night,check_n_turns,last_service_when,recall_last,last_service_which,last_service_howlong,socpres1,socpres2,socpres3,socpres4,socpres5,socpres6,socpres7,socpres8,socpres9,socpres10,socpres11,socpres12,epsi1,epsi2,epsi3,epsi4,epsi5,epsi6,comp1,comp2,comp3,warm1,warm2,warm3,QID34,personalized1,personalized2,personalized3,privrisk1,privrisk2,privrisk3,privrisk4,privrisk5,sat1,sat2,sat3,gender,age,country,edu,QID45_6_TEXT,employ,marit,income1,income2
2020-05-06T08:03:56Z,353,1,1,1,0,0,0,0,0,0,NA,Google,Smartphone,All days,7,5,14,1,0,0,1,0,1,Yesterday,9,check weather/news,3,4,3,1,1,2,4,3,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,6,9,9,9,8,9,8,8,4,4,5,2,24,1,3,NA,1,2,3,NA
2020-05-06T08:04:04Z,377,1,2,0,1,0,0,0,0,0,NA,Amazon,Other,All days,7,20,1,1,0,0,0,0,1,2 days ago,9,play music,1,4,3,1,1,1,1,3,1,1,1,5,4,4,4,4,4,4,4,5,5,4,4,5,3,3,9,9,7,9,9,7,7,9,5,5,5,1,57,1,3,NA,7,1,3,NA
2020-05-06T08:04:10Z,393,1,123,1,1,1,0,0,0,0,NA,Apple,Smartphone,All days,3,2,145,1,0,0,1,1,1,5 days ago,5,send text /email,1,4,3,2,2,2,3,4,2,3,2,3,4,4,4,5,5,4,5,5,5,5,4,4,3,3,9,9,7,6,6,6,7,7,5,5,5,2,30,1,2,NA,2,1,3,NA
2020-05-06T08:04:11Z,202,1,2,0,1,0,0,0,0,0,NA,Amazon,Smart Speaker,Weekend,3,2,3,0,0,1,0,0,1,6 days ago,9,set timer,15,2,2,2,3,2,2,2,3,3,2,2,3,2,3,4,2,2,4,2,2,2,3,2,1,2,6,8,6,7,9,8,8,9,2,4,4,1,34,1,3,NA,1,2,3,NA
2020-05-06T08:04:19Z,203,1,2,0,1,0,0,0,0,0,NA,Amazon,Smart Speaker,All days,7,50,1345,1,0,1,1,1,1,2 days ago,3,send text /email,5,1,1,1,1,3,3,3,1,1,1,3,3,1,1,1,1,1,1,4,5,4,4,3,3,3,8,8,1,7,8,8,9,10,4,4,4,1,37,1,3,NA,1,2,3,NA
2020-05-06T08:04:33Z,336,1,2,0,1,0,0,0,0,0,NA,Amazon,Smart Speaker,All days,7,3,45,0,0,0,1,1,1,> 7 days ago,2,check weather/news,2,4,4,1,1,1,3,3,1,3,1,4,5,4,4,4,4,3,5,5,5,5,4,4,3,3,9,9,7,8,8,8,7,8,5,5,5,1,34,1,2,NA,1,3,4,NA
2020-05-06T08:04:35Z,216,1,1,1,0,0,0,0,0,0,NA,Google,Smartphone,All days,6,4,234,0,1,1,1,0,1,Yesterday,5,play music,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,3,3,3,3,6,7,1,6,6,6,6,6,3,4,4,1,22,1,3,NA,1,1,2,NA
2020-05-06T08:04:35Z,352,1,12,1,1,0,0,0,0,0,NA,Amazon,Smart Speaker,Weekdays,1,3,1,1,0,0,0,0,1,> 7 days ago,3,check weather/news,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,4,5,3,9,9,9,10,10,10,10,10,5,5,5,2,32,1,3,NA,2,2,2,NA
2020-05-06T08:04:37Z,405,1,2,0,1,0,0,0,0,0,NA,Amazon,Smart Speaker,All days,4,20,14,1,0,0,1,0,1,Yesterday,3,play music,30,5,4,5,4,5,4,5,4,3,5,5,4,5,5,4,4,4,5,5,4,4,2,4,5,3,8,9,8,9,10,9,10,9,4,5,4,1,59,1,4,NA,1,2,2,NA
2020-05-06T08:04:40Z,365,1,3,0,0,1,0,0,0,0,NA,Apple,Smartphone,Weekdays,7,20,12345,1,1,1,1,1,1,2 days ago,5,buy/order something,1,4,4,1,2,1,3,3,2,4,1,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,9,9,9,7,7,7,6,6,5,4,5,1,32,1,3,NA,1,1,2,NA
2020-05-06T08:04:42Z,175,1,23,0,1,1,0,0,0,0,NA,Apple,Smartphone,Weekend,2,1,3,0,0,1,0,0,1,4 days ago,9,check weather/news,1,4,3,1,1,3,1,3,1,1,3,3,3,5,5,1,3,5,5,4,4,4,3,3,3,3,8,8,7,6,6,6,6,6,4,4,4,2,39,1,4,NA,1,2,3,NA
2020-05-06T08:04:44Z,372,1,12,1,1,0,0,0,0,0,NA,Google,Smartphone,All days,7,2,14,1,0,0,1,0,1,Today,3,check weather/news,5,3,3,3,2,1,2,4,2,3,3,4,4,4,3,3,5,3,4,3,4,4,4,3,4,3,7,8,8,9,8,9,9,9,4,3,4,1,37,1,3,NA,1,2,2,NA
2020-05-06T08:04:45Z,276,1,2,0,1,0,0,0,0,0,NA,Amazon,Other,All days,3,2,34,0,0,1,1,0,1,3 days ago,5,check weather/news,3,4,4,1,1,1,1,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,9,9,9,6,6,6,6,6,4,4,4,1,52,1,3,NA,1,2,2,NA
2020-05-06T08:04:50Z,376,1,3,0,0,1,0,0,0,0,NA,Apple,Smartphone,Weekdays,2,1,4,0,0,0,1,0,1,4 days ago,3,play music,2,2,4,2,3,1,2,4,3,3,5,3,3,5,5,4,2,4,5,4,1,1,1,4,1,3,1,1,1,7,8,9,6,8,3,5,1,1,25,1,3,NA,7,1,2,NA
2020-05-06T08:04:51Z,317,1,1245,1,1,0,1,1,0,0,NA,Google,Smart Speaker,Weekdays,1,5,1,1,0,0,0,0,1,Today,2,play music,5,4,3,4,5,5,5,5,5,3,4,5,5,5,5,5,5,5,4,1,2,1,2,1,2,3,8,9,8,10,10,10,10,10,5,3,5,1,60,1,3,NA,1,2,3,NA
2020-05-06T08:04:53Z,419,1,2,0,1,0,0,0,0,0,NA,Amazon,Other,All days,7,12,135,1,0,1,0,1,1,> 7 days ago,3,buy/order something,2,4,4,2,2,2,2,3,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,8,8,7,7,7,7,7,7,4,4,4,1,50,1,3,NA,1,2,5,NA
2020-05-06T08:04:56Z,283,1,2,0,1,0,0,0,0,0,NA,Amazon,Smartphone,Weekend,3,8,3,0,0,1,0,0,1,Yesterday,5,check traffic /navigation,20,2,3,2,4,3,4,4,2,2,4,4,3,3,3,5,2,4,4,5,3,4,2,4,4,3,7,6,8,8,8,7,9,7,3,4,4,2,41,1,3,NA,1,2,3,NA
2020-05-06T08:05:00Z,433,1,3,0,0,1,0,0,0,0,NA,Apple,Smartphone,All days,1,1,3,0,0,1,0,0,1,> 7 days ago,3,make a reservation,2,1,2,3,1,3,3,1,1,1,1,3,1,2,1,2,2,2,2,5,5,5,3,3,3,3,9,8,6,7,7,7,7,7,5,5,5,1,28,1,3,NA,7,1,2,NA
2020-05-06T08:05:04Z,308,1,12,1,1,0,0,0,0,0,NA,Google,Smartphone,All days,7,2,125,1,1,0,0,1,1,Yesterday,2,send text /email,15,4,3,3,3,4,3,4,3,4,4,4,5,5,4,4,4,4,4,4,5,4,4,3,2,3,7,8,7,8,9,9,9,9,4,5,4,1,25,1,3,NA,1,1,2,NA
2020-05-06T08:05:07Z,282,1,234,0,1,1,1,0,0,0,NA,Apple,Smartphone,Weekend,4,3,13,1,0,1,0,0,1,Yesterday,5,buy/order something,10,5,5,1,1,1,1,3,1,5,1,5,4,5,5,5,5,4,4,5,5,4,5,4,4,3,9,9,8,10,9,10,9,7,5,5,4,2,26,1,3,NA,1,3,3,NA
2020-05-06T08:05:08Z,351,1,2,0,1,0,0,0,0,0,NA,Amazon,Smart Speaker,All days,3,2,45,0,0,0,1,1,1,2 days ago,9,check weather/news,1,3,1,1,1,1,1,1,1,1,1,3,1,5,5,5,5,5,5,4,4,4,3,3,3,3,9,9,7,7,7,7,7,7,4,4,4,1,54,1,4,NA,7,1,2,NA
2020-05-06T08:05:15Z,328,1,1234,1,1,1,1,0,0,0,NA,Google,Smartphone,Weekend,1,14,124,1,1,0,1,0,1,Yesterday,3,play music,10,5,5,4,5,5,4,5,4,4,4,5,5,5,5,5,5,4,5,1,1,2,1,4,4,3,9,8,9,10,10,9,10,9,4,4,5,2,4,1,3,NA,1,2,2,NA
2020-05-06T08:05:16Z,295,1,23,0,1,1,0,0,0,0,NA,Apple,Smartphone,All days,3,0,1,1,0,0,0,0,1,2 days ago,3,send text /email,2,3,2,4,4,2,2,2,2,2,1,2,4,2,3,4,3,3,3,4,4,4,4,3,4,3,7,8,7,7,7,8,8,7,4,4,4,1,34,1,4,NA,1,2,3,NA
2020-05-06T08:05:18Z,375,1,12,1,1,0,0,0,0,0,NA,Google,Other,Weekend,7,4,1345,1,0,1,1,1,1,Today,9,send text /email,4,3,1,2,3,2,3,3,3,3,2,3,2,1,2,1,5,5,4,4,5,4,5,4,4,3,9,6,7,6,9,8,9,10,4,3,3,1,39,1,3,NA,2,2,3,NA
2020-05-06T08:05:19Z,372,1,12,1,1,0,0,0,0,0,NA,Amazon,Smart Speaker,All days,5,5,134,1,0,1,1,0,1,7 days ago,9,buy/order something,2,4,3,2,2,2,2,4,2,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,9,9,9,8,8,8,8,9,4,4,4,1,46,1,4,NA,1,2,3,NA
2020-05-06T08:05:28Z,464,1,2,0,1,0,0,0,0,0,NA,Amazon,Smartphone,Weekdays,4,3,13,1,0,1,0,0,1,Yesterday,3,add items to a shopping list,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,1,1,1,10,10,10,9,10,2,3,2,2,39,1,3,NA,1,2,3,NA
2020-05-06T08:05:39Z,346,1,12,1,1,0,0,0,0,0,NA,Google,Smartphone,Weekdays,3,2,3,0,0,1,0,0,1,2 days ago,5,set timer,2,4,3,4,4,4,2,4,2,4,2,3,2,4,5,4,3,5,4,4,5,4,3,4,4,3,8,8,9,7,7,6,7,8,4,4,5,1,35,1,3,NA,1,1,3,NA
2020-05-06T08:05:44Z,209,1,1,1,0,0,0,0,0,0,NA,Google,Smartphone,All days,7,1,14,1,0,0,1,0,1,> 7 days ago,3,buy/order something,3,3,1,2,2,1,1,1,1,1,1,2,3,5,5,5,5,4,5,2,2,2,3,3,3,3,6,1,1,7,7,7,6,6,2,4,2,1,37,1,3,NA,1,1,2,NA
2020-05-06T08:05:45Z,425,1,1,1,0,0,0,0,0,0,NA,Google,Smartphone,All days,6,5,12345,1,1,1,1,1,1,3 days ago,3,buy/order something,5,4,1,5,2,2,1,3,1,4,3,3,3,3,3,3,3,3,3,5,5,5,5,5,3,3,8,8,8,8,8,8,8,8,3,3,3,1,43,1,3,NA,1,2,5,NA
2020-05-06T08:05:46Z,423,1,124,1,1,0,1,0,0,0,NA,Amazon,Smart Speaker,Weekend,5,5,145,1,0,0,1,1,1,Today,9,check weather/news,10,4,4,2,2,3,2,4,3,4,2,4,4,4,4,4,4,4,5,4,4,4,4,3,3,3,8,9,8,9,8,9,9,8,4,4,4,1,31,1,3,NA,1,2,3,NA
2020-05-06T08:05:47Z,372,1,1,1,0,0,0,0,0,0,NA,Google,Smartphone,All days,5,30,15,1,0,0,0,1,1,> 7 days ago,3,check traffic /navigation,5,4,4,2,2,2,2,3,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,8,8,8,7,8,9,8,8,4,4,4,1,32,1,3,NA,1,1,2,NA
2020-05-06T08:05:48Z,302,1,1,1,0,0,0,0,0,0,NA,Google,NA,All days,7,4,1234,1,1,1,1,0,1,Yesterday,2,add items to a shopping list,2,5,5,4,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,9,9,9,7,8,8,9,9,5,5,5,1,27,1,3,NA,1,2,4,NA
2020-05-06T08:05:55Z,359,1,2,0,1,0,0,0,0,0,NA,Amazon,Smart Speaker,Weekdays,5,5,145,1,0,0,1,1,1,5 days ago,5,add items to a shopping list,1,4,3,1,1,1,1,4,1,3,1,4,4,3,2,2,3,2,5,4,4,4,4,4,3,3,8,8,8,7,7,7,7,7,4,4,4,1,24,1,3,NA,1,1,3,NA
2020-05-06T08:05:58Z,242,1,12345,1,1,1,1,1,0,0,NA,Amazon,Smart Speaker,Weekdays,1,2,2345,0,1,1,1,1,1,Yesterday,3,play music,10,3,3,3,3,1,4,4,3,4,3,5,5,5,5,3,4,3,4,2,3,4,5,4,4,3,9,8,6,9,10,7,9,8,5,4,2,1,25,1,4,NA,1,2,1,NA
2020-05-06T08:05:59Z,242,1,1,1,0,0,0,0,0,0,NA,Google,Smartphone,Weekdays,2,3,134,1,0,1,1,0,1,2 days ago,5,send text /email,10,2,2,4,2,3,3,3,3,3,4,2,2,3,4,2,3,4,4,3,3,3,2,3,3,3,7,6,8,8,9,8,7,8,4,2,2,1,25,1,3,NA,1,2,3,NA
2020-05-06T08:05:59Z,207,1,1,1,0,0,0,0,0,0,NA,Google,Smartphone,Weekend,1,4,1,1,0,0,0,0,1,3 days ago,3,play music,50,5,4,4,5,5,5,4,4,5,4,5,4,5,5,4,4,4,5,5,5,4,4,5,5,3,8,9,8,9,10,9,10,9,5,4,5,1,28,1,3,NA,1,2,3,NA
2020-05-06T08:06:02Z,232,1,2,0,1,0,0,0,0,0,NA,Amazon,Smart Speaker,All days,7,22,12345,1,1,1,1,1,1,Yesterday,9,buy/order something,10,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,2,3,3,3,9,9,6,7,7,7,6,7,5,5,5,1,38,1,4,NA,1,2,2,NA
2020-05-06T08:06:09Z,384,1,2,0,1,0,0,0,0,0,NA,Amazon,Smartphone,Weekend,3,5,1,1,0,0,0,0,1,4 days ago,5,play music,45,4,5,4,4,4,5,5,5,5,4,4,5,4,5,5,5,5,4,4,5,5,4,4,5,3,8,9,9,9,10,9,10,9,4,5,5,1,47,1,4,NA,1,2,4,NA
2020-05-06T08:06:10Z,318,1,1,1,0,0,0,0,0,0,NA,Google,Smartphone,Weekdays,4,2,13,1,0,1,0,0,1,4 days ago,5,send text /email,3,4,4,1,2,2,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,8,8,9,7,7,7,7,7,4,4,4,3,34,1,3,NA,1,1,2,NA
2020-05-06T08:06:12Z,465,1,1345,1,0,1,1,1,0,0,NA,Microsoft,Smartphone,All days,2,8,12345,1,1,1,1,1,1,7 days ago,10,buy/order something,5,5,4,4,4,5,5,NA,5,NA,4,5,NA,5,4,5,4,5,5,5,5,5,1,4,5,3,8,9,9,9,10,10,9,10,4,5,5,2,33,1,4,NA,1,2,3,NA
2020-05-06T08:06:20Z,397,1,12,1,1,0,0,0,0,0,NA,Amazon,Smartphone,Weekdays,7,7,1,1,0,0,0,0,1,> 7 days ago,10,play music,6,5,5,4,5,5,4,5,4,4,4,5,5,5,5,5,4,4,4,5,5,5,5,5,4,3,9,8,9,10,10,9,9,9,5,4,5,1,23,1,3,NA,2,1,1,NA
2020-05-06T08:06:20Z,368,1,2,0,1,0,0,0,0,0,NA,Amazon,Smart Speaker,All days,4,3,134,1,0,1,1,0,1,6 days ago,3,add items to a shopping list,4,4,4,2,2,2,3,4,1,4,1,4,4,4,5,4,4,4,4,4,4,4,4,3,3,3,9,9,9,7,7,7,7,7,4,4,4,2,52,1,4,NA,1,2,4,NA
2020-05-06T08:06:21Z,304,1,3,0,0,1,0,0,0,0,NA,Apple,Smartphone,All days,7,5,3,0,0,1,0,0,1,5 days ago,3,check traffic /navigation,3,5,5,1,1,1,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,9,9,9,6,6,6,6,6,5,5,5,1,32,1,3,NA,1,2,4,NA
2020-05-06T08:06:21Z,196,1,12,1,1,0,0,0,0,0,NA,Amazon,Smart Speaker,Weekdays,5,4,4,0,0,0,1,0,1,3 days ago,9,play music,30,5,5,3,5,4,4,5,5,4,4,5,4,4,4,4,5,4,3,5,4,4,5,4,4,3,8,8,9,10,9,10,9,10,5,4,4,1,30,1,4,NA,1,2,3,NA
2020-05-06T08:06:23Z,389,1,125,1,1,0,0,1,0,0,NA,Google,Smartphone,All days,6,3,134,1,0,1,1,0,1,6 days ago,5,check traffic /navigation,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,3,3,3,3,9,9,1,9,9,9,9,9,4,3,4,2,44,1,4,NA,1,1,3,NA
2020-05-06T08:06:23Z,317,1,23,0,1,1,0,0,0,0,NA,Amazon,Smart Speaker,Weekend,7,2,1,1,0,0,0,0,1,Yesterday,9,check traffic /navigation,5,3,3,2,3,2,3,2,2,3,3,3,3,2,3,2,2,3,4,4,4,4,4,3,3,3,8,8,7,9,9,8,8,9,4,4,4,1,28,1,3,NA,1,1,3,NA
2020-05-06T08:06:34Z,440,1,24,0,1,0,1,0,0,0,NA,Microsoft,Smart Speaker,All days,5,2,13,1,0,1,0,0,1,3 days ago,3,check weather/news,10,3,2,4,4,4,2,3,2,3,2,4,2,4,4,4,4,4,4,4,4,4,3,4,4,3,8,8,8,8,9,9,9,9,4,4,4,1,70,1,3,NA,2,2,2,NA
2020-05-06T08:06:34Z,466,1,2,0,1,0,0,0,0,0,NA,Amazon,Smart Speaker,All days,7,5,1345,1,0,1,1,1,1,> 7 days ago,5,add items to a shopping list,3,2,3,3,4,3,4,4,3,4,2,3,3,3,4,3,2,3,3,4,4,4,4,3,4,3,7,8,7,8,7,9,8,7,3,4,3,1,34,1,3,NA,1,2,3,NA
2020-05-06T08:06:36Z,356,1,23,0,1,1,0,0,0,0,NA,Apple,Smartphone,Weekend,2,10,1,1,0,0,0,0,1,2 days ago,9,check weather/news,10,5,5,5,2,4,3,4,5,4,3,5,3,4,2,3,5,4,3,5,5,4,4,3,4,3,8,7,8,8,9,7,9,8,4,4,4,1,33,1,3,NA,1,2,3,NA
2020-05-06T08:06:43Z,146,1,1,1,0,0,0,0,0,0,NA,Google,Smart Speaker,Weekdays,4,3,3,0,0,1,0,0,1,5 days ago,2,play music,20,5,5,5,4,5,4,5,5,4,5,5,4,5,4,5,5,4,4,4,5,4,5,4,5,3,8,9,9,10,9,10,10,6,4,5,5,1,28,1,4,NA,1,2,3,NA
2020-05-06T08:06:43Z,262,1,2,0,1,0,0,0,0,0,NA,Amazon,Smart Speaker,All days,7,3,124,1,1,0,1,0,1,4 days ago,3,buy/order something,5,3,4,1,1,3,1,3,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,8,8,7,7,7,7,7,7,4,4,4,1,39,1,2,NA,1,2,2,NA
2020-05-06T08:06:49Z,529,1,12,1,1,0,0,0,0,0,NA,Amazon,Smart Speaker,Weekend,7,5,345,0,0,1,1,1,1,4 days ago,3,send text /email,15,4,4,2,2,1,2,5,1,4,1,5,4,5,5,5,4,4,4,5,5,5,5,4,4,3,8,9,9,9,9,9,8,8,4,4,4,1,34,2,3,NA,1,3,NA,4
2020-05-06T08:06:52Z,218,1,3,0,0,1,0,0,0,0,NA,Apple,Smartphone,All days,4,3,34,0,0,1,1,0,1,3 days ago,9,send text /email,2,4,3,1,1,2,1,3,2,3,1,3,3,4,4,4,5,5,5,5,5,4,4,4,3,3,9,8,7,7,7,7,6,7,4,4,4,2,29,1,3,NA,1,1,2,NA
2020-05-06T08:06:54Z,494,1,1,1,0,0,0,0,0,0,NA,Google,Smartphone,Weekend,2,3,4,0,0,0,1,0,1,4 days ago,2,play music,30,4,4,3,4,3,3,3,4,3,3,4,4,3,5,2,3,3,4,3,2,4,4,3,3,3,8,9,8,8,9,8,9,10,3,4,5,2,34,1,4,NA,1,2,2,NA
2020-05-06T08:06:56Z,294,1,2,0,1,0,0,0,0,0,NA,Amazon,Smart Speaker,All days,7,8,3,0,0,1,0,0,1,3 days ago,5,buy/order something,10,4,2,3,4,3,2,2,3,3,3,2,1,2,2,3,4,3,4,4,4,4,4,3,3,3,6,6,6,7,8,6,7,8,3,2,3,1,33,1,3,NA,1,1,2,NA
2020-05-06T08:06:58Z,266,1,1345,1,0,1,1,1,0,0,NA,Google,Smartphone,All days,7,3,13,1,0,1,0,0,1,3 days ago,5,check weather/news,5,2,3,2,1,2,1,4,2,4,2,3,5,1,1,4,1,4,5,4,4,4,4,5,3,3,8,8,9,7,7,7,7,7,4,5,4,1,35,1,5,NA,1,1,5,NA
2020-05-06T08:06:58Z,208,1,1,1,0,0,0,0,0,0,NA,Google,Smart Speaker,Weekdays,3,5,1,1,0,0,0,0,1,5 days ago,10,check traffic /navigation,30,4,5,4,5,5,4,4,4,4,4,5,5,5,4,4,4,5,4,5,5,5,5,4,4,3,8,9,8,9,10,9,9,10,4,5,4,2,35,1,4,NA,1,2,3,NA
2020-05-06T08:07:09Z,461,1,13,1,0,1,0,0,0,0,NA,Apple,Smartphone,All days,7,10,12345,1,1,1,1,1,1,Today,2,play music,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,9,9,9,10,10,10,10,10,5,5,5,1,37,1,4,NA,1,2,2,NA
2020-05-06T08:07:10Z,345,1,1,1,0,0,0,0,0,0,NA,Google,Smartphone,All days,5,2,3,0,0,1,0,0,1,Yesterday,5,check traffic /navigation,15,4,3,4,3,3,4,4,3,3,2,4,3,4,4,4,4,4,3,4,4,4,3,4,4,3,8,8,7,8,9,8,9,8,4,4,4,1,34,1,3,NA,1,2,2,NA
2020-05-06T08:07:14Z,335,1,5,0,0,0,0,1,0,0,NA,Samsung,Smart Speaker,Weekdays,2,3,3,0,0,1,0,0,1,3 days ago,5,set timer,60,4,5,4,4,5,4,4,5,5,4,5,5,5,5,4,4,4,4,4,4,5,4,4,4,3,8,9,8,10,9,10,10,9,4,5,4,1,30,1,4,NA,1,2,3,NA
2020-05-06T08:07:17Z,268,1,123,1,1,1,0,0,0,0,NA,Google,Smartphone,All days,5,3,134,1,0,1,1,0,1,> 7 days ago,10,play music,1,4,4,3,4,5,5,5,5,5,3,4,4,4,4,5,5,4,5,4,5,5,3,4,5,3,8,7,8,8,9,9,8,10,3,4,4,2,34,1,3,NA,1,2,3,NA
2020-05-06T08:07:19Z,584,1,2,0,1,0,0,0,0,0,NA,Amazon,Smart Speaker,All days,7,5,145,1,0,0,1,1,1,Today,3,play music,30,4,3,5,3,4,5,5,3,4,5,4,4,5,3,5,3,4,4,4,4,3,4,5,4,3,8,9,8,10,8,9,9,10,5,4,5,1,46,1,4,NA,1,2,2,NA
2020-05-06T08:07:21Z,560,1,1,1,0,0,0,0,0,0,NA,Google,Smartphone,All days,7,5,3,0,0,1,0,0,1,6 days ago,3,check weather/news,2,4,4,1,1,1,3,3,1,3,1,4,4,4,4,4,4,5,5,4,4,4,4,4,4,3,9,9,9,8,8,8,8,8,4,4,4,1,47,1,5,NA,2,2,3,NA
2020-05-06T08:07:28Z,202,1,2,0,1,0,0,0,0,0,NA,Amazon,Smartphone,Weekdays,2,3,12,1,1,0,0,0,1,2 days ago,3,play music,10,4,4,4,5,4,5,4,5,4,4,4,5,4,4,4,5,4,5,4,2,2,2,2,1,3,8,8,9,9,9,10,9,9,4,5,5,1,44,1,4,NA,1,2,2,NA
2020-05-06T08:07:30Z,329,1,123,1,1,1,0,0,0,0,NA,Google,Smartphone,All days,3,1,4,0,0,0,1,0,1,3 days ago,9,buy/order something,5,4,4,1,2,2,2,3,2,3,2,4,4,4,4,4,4,4,5,4,4,4,3,3,3,3,8,8,9,7,7,8,7,8,4,5,4,1,26,1,3,NA,1,1,2,NA
2020-05-06T08:07:51Z,487,1,12,1,1,0,0,0,0,0,NA,Amazon,Smart Speaker,Weekend,3,3,1,1,0,0,0,0,1,2 days ago,5,play music,35,4,4,4,3,3,3,3,4,3,3,4,3,4,4,3,3,3,3,4,3,4,4,4,3,3,7,8,7,8,9,8,8,9,3,4,3,1,35,1,4,NA,1,2,2,NA
2020-05-06T08:07:55Z,208,1,4,0,0,0,1,0,0,0,NA,Microsoft,Smartphone,Weekdays,3,10,12,1,1,0,0,0,1,2 days ago,3,play music,30,5,4,5,4,5,4,5,5,5,4,4,5,5,4,5,5,5,4,5,5,4,5,5,4,3,9,8,9,10,10,9,10,9,5,5,4,1,30,1,4,NA,1,2,3,NA
2020-05-06T08:07:55Z,281,1,123,1,1,1,0,0,0,0,NA,Apple,Smartphone,Weekdays,5,6,12345,1,1,1,1,1,1,Yesterday,3,check weather/news,2,2,2,4,2,2,2,2,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,8,8,8,7,7,7,7,7,4,4,4,2,28,1,2,NA,1,1,2,NA
2020-05-06T08:08:12Z,113,1,2,0,1,0,0,0,0,0,NA,Amazon,Smartphone,Weekend,3,5,2,0,1,0,0,0,1,2 days ago,5,check weather/news,15,4,3,5,4,4,3,4,3,5,3,4,4,2,5,3,3,4,4,1,4,3,3,4,4,3,8,9,8,8,9,10,8,8,3,4,5,1,60,1,3,NA,2,2,3,NA
2020-05-06T08:08:20Z,265,1,124,1,1,0,1,0,0,0,NA,Google,Smartphone,Weekend,2,5,13,1,0,1,0,0,1,3 days ago,3,play music,20,2,5,2,4,4,3,5,3,2,3,4,5,4,5,3,2,4,5,3,2,3,3,3,4,3,8,6,7,9,7,8,10,9,4,2,4,1,30,1,4,NA,1,2,2,NA
2020-05-06T08:08:20Z,483,1,3,0,0,1,0,0,0,0,NA,Apple,Smartphone,Weekend,3,5,25,0,1,0,0,1,1,2 days ago,3,set timer,40,5,4,4,4,5,5,4,4,5,5,5,4,4,4,5,4,5,3,2,2,1,2,2,2,3,9,8,9,10,9,8,10,9,5,4,3,1,30,1,4,NA,1,2,3,NA
2020-05-06T08:08:28Z,528,1,2,0,1,0,0,0,0,0,NA,Amazon,Smart Speaker,All days,7,10,12345,1,1,1,1,1,1,> 7 days ago,9,set timer,30,4,5,4,3,5,2,3,5,5,4,5,4,5,5,4,3,4,3,4,5,5,4,5,5,3,9,7,8,10,8,9,10,9,4,3,5,1,33,1,3,NA,1,2,3,NA
2020-05-06T08:08:32Z,194,1,1,1,0,0,0,0,0,0,NA,Google,Smartphone,Weekend,3,1,3,0,0,1,0,0,1,3 days ago,3,check weather/news,30,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,3,8,9,8,9,9,9,9,9,4,4,4,1,34,1,3,NA,1,2,3,NA
2020-05-06T08:08:36Z,641,1,23,0,1,1,0,0,0,0,NA,Amazon,Smart Speaker,All days,7,10,134,1,0,1,1,0,1,3 days ago,9,play music,60,4,4,3,4,3,3,3,4,3,3,3,4,4,3,3,4,4,3,3,4,4,4,4,4,3,8,8,7,8,8,8,8,8,4,4,4,1,32,1,3,NA,1,1,2,NA
2020-05-06T08:08:36Z,345,1,3,0,0,1,0,0,0,0,NA,Apple,Smart Speaker,Weekdays,5,15,134,1,0,1,1,0,1,4 days ago,5,buy/order something,10,4,5,2,3,4,5,4,3,4,5,3,4,4,3,3,5,3,5,2,3,3,2,3,4,2,7,8,6,9,9,8,9,9,4,4,3,1,58,1,3,NA,1,2,2,NA
2020-05-06T08:08:41Z,273,1,123,1,1,1,0,0,0,0,NA,Google,Other,All days,1,50,12345,1,1,1,1,1,1,Yesterday,2,play music,20,4,4,3,3,5,3,4,5,4,4,3,5,4,5,4,4,3,5,4,4,4,3,4,4,3,9,8,9,10,9,10,10,9,5,4,5,2,32,1,3,NA,1,2,2,NA
